titles,pubDates,guids,urls,description,destfile,wav,trans
"Die Hündin - über Entwicklung, Verhalten und deine Unterstützung","Thu, 22 Feb 2024 09:27:00 +0000",8954f657-5727-427e-a7a1-6797feca31be,https://traffic.libsyn.com/secure/lisastolzlechner/70_Podcastfolge_Hndin_-_22.02.24_10.24.mp3?dest-id=1049825,"<p>#70 Zyklus, geschlechtsspezifisches Verhalten, Scheinträchtigkeit und Scheinmutterschaft. Du interessierst dich für oder hast eine Hündin? Wunderbar. Dann bist du hier goldrichtig. Wir sprechen über das Verhalten und die Entwicklung der Hündin, wie man die erste Läufigkeit erkennt und auch wie du sie in den ""schwierigen"" Phasen unterstützen kannst!</p> <p>Viel Freude mit dieser Folge! </p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Vorbereitungskurs Welpe für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a> </p> <p> </p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p><br class="""" /> Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit </p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div> <p> </p>",mp3/8954f657-5727-427e-a7a1-6797feca31be.mp3,wav/8954f657-5727-427e-a7a1-6797feca31be.wav,trans/8954f657-5727-427e-a7a1-6797feca31be.rds
Interview: Tierarztbesuche mit Welpen und Junghunden mit Gästin Anky Juhasz,"Thu, 08 Feb 2024 12:11:00 +0000",08672b6d-5c59-47fc-9e02-ed43f458f328,https://traffic.libsyn.com/secure/lisastolzlechner/69_Podcastfolge_Medical_Training_-_08.02.24_11.49.mp3?dest-id=1049825,"<p>#69 Impfungen, Vorsorgenuntersuchungen und mehr - du erfährst in dieser Folge, worauf es am Anfang bei den Tierarztbesuchen ankommt, damit die Behandlungen zukünftig keine Horrortrips werden. Gästin ist diesmal Tierärztin und Trainerin Anky Juhasz, die sich voll auf das Medical Training von Hunden spezialisiert hat. </p> <p>Viel Spaß mit dieser Folge! </p> <p>Hier findest du mich auf Instagram: <a href= ""https://www.instagram.com/lisa.stolzlechner/"">https://www.instagram.com/lisa.stolzlechner/</a></p> <p>Und hier Anky Juhasz: <a href= ""http://instagram.com/mindful.medicaltraining/"">http://instagram.com/mindful.medicaltraining/</a> </p> <p>Höre gern auch in ihren Podcast rein: <a href= ""https://open.spotify.com/show/0z261XLuj4D5LhsFh3n3pH?si=24d0a5deca164c4d""> https://open.spotify.com/show/0z261XLuj4D5LhsFh3n3pH?si=24d0a5deca164c4d</a> </p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Vorbereitungskurs Welpe für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a> </p> <p> </p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p><br class="""" /> Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit </p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/08672b6d-5c59-47fc-9e02-ed43f458f328.mp3,wav/08672b6d-5c59-47fc-9e02-ed43f458f328.wav,trans/08672b6d-5c59-47fc-9e02-ed43f458f328.rds
"Maxi, Assistenzhund to be","Wed, 24 Jan 2024 16:18:00 +0000",65f8da93-3e1f-49e2-80cb-275bbd131ed6,https://traffic.libsyn.com/secure/lisastolzlechner/68_Podcastfolge_Maxi_-_24.01.24_16.34.mp3?dest-id=1049825,"<p>#68 Maxi, eine Parson Russell Terrier Welpin lebt seit 1,5 Monaten bei uns. Du erfährst in dieser Folge, wie es dazu kam, was unsere Aufgaben als Gastfamilie sind und wie unsere ersten Wochen liefen. Außerdem plauere ich etwas über Assistenzhunde und was sie für großartige Stützen im Alltag für ihre Menschen sind. </p> <p>Hier findest du mich auf Instagram: <a href= ""https://www.instagram.com/lisa.stolzlechner/"">https://www.instagram.com/lisa.stolzlechner/</a></p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Vorbereitungskurs Welpe für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a> </p> <p> </p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p>Hier findest du Infos über die Assistenzhundeausbildung im Animaltrainingcenter: <a href= ""https://www.animaltrainingcenter.at/assistenzhunde-allgemein"">https://www.animaltrainingcenter.at/assistenzhunde-allgemein</a> </p> <p>Und das ist die erwähnte Studie: </p> <p><em>Karoline Gerwisch, Karl Weissenbacher, Michelle Proyer & Ludwig Huber (2023) A pilot study into the effects of PTSD-assistance dogs’ work on their salivary cortisol levels and their handlers’ Quality of life, Journal of Applied Animal Welfare Science, DOI: <a href= ""https://doi.org/10.1080/10888705.2023.2259795"">10.1080/10888705.2023.2259795</a></em></p> <p> </p> <p>***************************</p> <p><br class="""" /> Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit </p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/65f8da93-3e1f-49e2-80cb-275bbd131ed6.mp3,wav/65f8da93-3e1f-49e2-80cb-275bbd131ed6.wav,trans/65f8da93-3e1f-49e2-80cb-275bbd131ed6.rds
Winterwelpe: PRO- und KONTRA-Punkte,"Sun, 07 Jan 2024 11:46:00 +0000",508bf475-f327-4286-8969-4fc5e8ecb150,https://traffic.libsyn.com/secure/lisastolzlechner/67_Podcast_Winterwelpe_.mp3?dest-id=1049825,"<p>#67 Du hast einen Winterwelpen oder bekommst einen? Dann ist diese Folge perfekt für dich. Ich teile mit dir meine PRO- und KONTRA-Punkte. Denn wie überall gibt es sowohl Vor- als auch Nachteile, einen Welpen im Winter zu bekommen.</p> <p>Viel Freude mit der Podcastfolge!</p> <p>_________________________</p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Vorbereitungskurs Welpe für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a> </p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p><br class="""" /> Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit </p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div> <div class=""""> </div> <p>Auf Instagram findest du mich hier: www.instagram.com/lisa.stolzlechner</p> <p> </p>",mp3/508bf475-f327-4286-8969-4fc5e8ecb150.mp3,wav/508bf475-f327-4286-8969-4fc5e8ecb150.wav,trans/508bf475-f327-4286-8969-4fc5e8ecb150.rds
So überlebst du die Pubertät!,"Wed, 05 Jul 2023 10:45:00 +0000",47ab078d-f003-4dd8-882e-0bfc6c4b58fe,https://traffic.libsyn.com/secure/lisastolzlechner/66_Podcast_Pubertt__-_05.07.23_12.46.mp3?dest-id=1049825,"<p>#66 Mit der richtigen Erwartungshaltung die Pubertät entspannter erleben und aktiv mitgestalten. Du erfährst in dieser Podcastfolge wie die Pubertät definiert wird, ab wann Hunde erwachsen sind und welche Hirnstrukturen bei der Entwicklung vom Junghund zum erwachsenen Hund mitmischen. Außerdem besprechen wir die 3 häufigsten Frustpunkte, die mir mit meinen Kundenhunden begegnen und den Umgang damit. </p> <p>Instagram: <a href= ""https://www.instagram.com/lisa.stolzlechner/"">https://www.instagram.com/lisa.stolzlechner/</a></p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Vorbereitungskurs Welpe für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a> </p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p><br class="""" /> Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit </p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/47ab078d-f003-4dd8-882e-0bfc6c4b58fe.mp3,wav/47ab078d-f003-4dd8-882e-0bfc6c4b58fe.wav,trans/47ab078d-f003-4dd8-882e-0bfc6c4b58fe.rds
Wie sich die Hundepersönlichkeit von Anfang an beeinflussen lässt,"Wed, 21 Jun 2023 18:16:00 +0000",40f491a4-7c31-48ee-8805-07d79b68486d,https://traffic.libsyn.com/secure/lisastolzlechner/65_Persnlichkeit_-_21.06.23_20.04.mp3?dest-id=1049825,"<p>#65 In dieser Podcastfolge gebe ich einen Überblick darüber, aus welchen Elementen sich die Hundepersönlichkeit zusammensetzt, welchen Einfluss die unterschiedlichen Rassen auf die Persönlichkeit haben können, welche Vorteile das haben kann und wie du die Persönlichkeit deines Hundes beeinflussen kannst.</p> <p>Die lange Podcastpause ist eeeendlich vorbei! Ich freue mich, dass es wieder losgeht. Und vorallem mit diesem tollen Thema. Für mehr Individualität im Hundetraining und Rücksicht für unterschiedliche Persönlichkeiten... denn: keine Hundepersönlichkeit gleicht der anderen. Wie auch bei uns Menschen entsteht die Hundepersönlichkeit aus einem komplexen Zusammenspiel aus Genetik und Umwelterfahrungen. Viel Freude damit! </p> <p><span style=""font-size: 10pt;"">Mein Kontakt für Beratungen: <a href= ""https://lisastolzlechner.com/kontakt/"">https://lisastolzlechner.com/kontakt/</a></span></p> <p><span style=""font-size: 10pt;"">Meinen Instagram Kanal: <a href= ""https://www.instagram.com/lisa.stolzlechner/"">https://www.instagram.com/lisa.stolzlechner/</a></span></p> <p><span style=""font-size: 10pt;"">Podcastfolge zu den Angstphasen: <a href= ""https://open.spotify.com/episode/1pAUUartdoaGeo0Yvvafym?si=bb96438c3bfb4327""> https://open.spotify.com/episode/1pAUUartdoaGeo0Yvvafym?si=bb96438c3bfb4327</a> </span></p> <p><span style=""font-size: 10pt;"">Podcastfolge zur Silvestervorbereitung: <a href= ""https://open.spotify.com/episode/09VWOKPa5cELxYa8iRExey?si=0b540c4e4fdb4bd8""> https://open.spotify.com/episode/09VWOKPa5cELxYa8iRExey?si=0b540c4e4fdb4bd8</a> </span></p> <p><span style=""font-size: 10pt;"">Buchempfehlung: <a href= ""https://marienitzschner.de/die-persoenlichkeit-des-hundes/"">https://marienitzschner.de/die-persoenlichkeit-des-hundes/</a> </span></p> <p><span style= ""font-size: 10pt;""><strong>Studien: </strong></span></p> <p><span style=""font-size: 10pt;""><a href= ""https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0074770""> https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0074770</a></span></p> <p><span style=""font-size: 10pt;""><a href= ""https://royalsocietypublishing.org/doi/10.1098/rspb.2019.0716"">https://royalsocietypublishing.org/doi/10.1098/rspb.2019.0716</a></span></p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Vorbereitungskurs Welpe für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a> </p> <p> </p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p><br class="""" /> Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit </p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div> <p> </p> <p> </p>",mp3/40f491a4-7c31-48ee-8805-07d79b68486d.mp3,wav/40f491a4-7c31-48ee-8805-07d79b68486d.wav,trans/40f491a4-7c31-48ee-8805-07d79b68486d.rds
Sozialisation - die 3 häufigsten Fehler,"Wed, 17 Aug 2022 10:14:32 +0000",43ec2dc4-2452-4d71-8bcc-fe0052013987,https://traffic.libsyn.com/secure/lisastolzlechner/Sozialisierung_-_3_Fehler.mp3?dest-id=1049825,"<p>#64 Du bereitest dich auf deinen Welpen vor oder hast gerade einen zuhause? Dann ist die Folge perfekt für dich. Es geht um die 3 häufigsten Fehler während der Sozialisierungsphase.</p> <p>Einen Plan für seinen Welpen haben ist gut und hilft einem dabei, den Fokus zu behalten und die wichtigen Dinge zu üben und kennenzulernen. Doch gibt es DEN Plan für alle Welpen?<span class= ""Apple-converted-space""> </span></p> <p>Nope! Pläne sollten individuell sein. Ein schüchterner Welpe mit einigen angstauslösenden Reizen direkt vor der Wohnungstüre braucht etwas anderes, als ein sehr selbstsicherer, neugieriger Welpe auf dem Land.<span class=""Apple-converted-space""> </span></p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Vorbereitungskurs Welpe für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a> </p> <p> </p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p> </p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div> <p> </p>",mp3/43ec2dc4-2452-4d71-8bcc-fe0052013987.mp3,wav/43ec2dc4-2452-4d71-8bcc-fe0052013987.wav,trans/43ec2dc4-2452-4d71-8bcc-fe0052013987.rds
Spezialfolge: Eure Fragen an mich!,"Wed, 20 Jul 2022 15:32:07 +0000",863d5690-eb5f-4dd4-8777-57174ebfe578,https://traffic.libsyn.com/secure/lisastolzlechner/Spezial_eure_Fragen_an_mich.mp3?dest-id=1049825,"<p>#63 In dieser Podcastfolge lernst du mich etwas besser kennen.</p> <p>Wie bin ich zum Hundetraining gekommen? Seid wann mache ich das? Wie kam ich zu Mila & wie hat sie mein Training beeinflusst? Nach welchen Methoden arbeite ich und was sind meine Lieblingstrainingsthemen?</p> <p>Das alles wirst du in dieser Podcastfolge erfahren. </p> <p>Auf Instagram findest du mich hier: <a href= ""https://www.instagram.com/lisa.stolzlechner/"">https://www.instagram.com/lisa.stolzlechner/</a></p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Vorbereitungskurs Welpe für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a> </p> <p> </p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p> </p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/863d5690-eb5f-4dd4-8777-57174ebfe578.mp3,wav/863d5690-eb5f-4dd4-8777-57174ebfe578.wav,trans/863d5690-eb5f-4dd4-8777-57174ebfe578.rds
Welpenzeit - mit diesem Fundament überstehst du sie (leicht),"Wed, 06 Jul 2022 19:47:30 +0000",465f8905-76f9-495c-ab53-54297bdf22bb,https://traffic.libsyn.com/secure/lisastolzlechner/Das_Fundament_fr_die_Welpenzeit.mp3?dest-id=1049825,"<p>#62 Du erfährst in dieser Folge, mit welchen Zutaten du ein stabiles Fundament bauen kannst, mit dem du die Welpenzeit entspannter erleben kannst. Je früher du dich mit den richtigen Menschen und Tools beschäftigst, die dich in der Welpenzeit unterstützen können, desto besser. </p> <p>Viel Freude mit dieser Folge!</p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Vorbereitungskurs Welpe für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a> </p> <p> </p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p> </p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/465f8905-76f9-495c-ab53-54297bdf22bb.mp3,wav/465f8905-76f9-495c-ab53-54297bdf22bb.wav,trans/465f8905-76f9-495c-ab53-54297bdf22bb.rds
Badespaß mit Welpen und Junghunden,"Wed, 22 Jun 2022 14:49:13 +0000",c5878451-52e7-4b47-9faf-3361b72fa8d8,https://traffic.libsyn.com/secure/lisastolzlechner/Podcast_Badespa_3.mp3?dest-id=1049825,"<p>#61 Im Sommer gemeinsam mit dem Hund im See planschen oder am Strand liegen und chillen - so ähnlich stellst du dir das Leben mit Hund im Sommer vor?</p> <p>Wir sprechen in dieser Podcastfolge über unterschiedliche Wassertypen, die Fehler, die ich häufig beobachte, die Menschen rund um das Wasser mit ihren Hunden machen, wie man einen jungen Hund an das Wasser führen kann & außerdem hören wir uns am Ende ein Praxisbeispiel von Magdalena Deutsch und ihrem Balu, einem arbeitsfreudigen Labrador Retriever, an.</p> <p>Viel Spaß mit der Folge!</p> <p>Themenrelevante Beiträge gibt es auf Instagram, du findest mich unter <a href=""https://www.instagram.com/lisa.stolzlechner/"" target=""_blank"" rel=""noopener"">lisa.stolzlechner</a> und das Profil von Balu findest du unter <a href= ""https://www.instagram.com/about_balu/"">about_balu</a>.</p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Vorbereitungskurs Welpe für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a> </p> <p> </p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p> </p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/c5878451-52e7-4b47-9faf-3361b72fa8d8.mp3,wav/c5878451-52e7-4b47-9faf-3361b72fa8d8.wav,trans/c5878451-52e7-4b47-9faf-3361b72fa8d8.rds
